barometer    result    acceleration
154.4003    154.3985    10.2233
154.4003    154.4076    10.1863
154.4003    154.3936    10.2043
154.4003    154.3979    10.2149
154.4003    154.4112    10.2363
154.4003    154.3928    10.2425
154.4003    154.3985    10.2507
154.4003    154.4076    10.2835
154.4003    154.3936    10.3282
154.4003    154.3979    10.3507
154.4003    154.4112    10.3620
154.4003    154.3929    10.3693
154.4003    154.3985    10.3626
154.4003    154.4075    10.3635
154.4003    154.3937    10.3671
154.4003    154.3980    10.3656
154.4003    154.4111    10.3563
154.4003    154.3929    10.3375
154.4003    154.3985    10.3628
154.4003    154.4076    10.4232
154.4003    154.3936    10.4187
154.3821    154.3797    10.3879
154.3756    154.3868    10.3613
154.3756    154.3680    10.3747
154.3756    154.3737    10.3997
154.3756    154.3831    10.4159
154.3756    154.3688    10.4330
154.3756    154.3731    10.4327
154.3756    154.3868    10.4473
154.3756    154.3680    10.3923
154.3756    154.3737    10.4043
154.3756    154.3831    10.4595
154.3756    154.3688    10.4512
154.3756    154.3731    10.4495
154.3756    154.3869    10.4492
154.3756    154.3679    10.5025
154.3756    154.3737    10.5827
154.3756    154.3834    10.6583
154.3756    154.3685    10.7480
154.3756    154.3731    10.8266
154.3756    154.3868    10.9086
154.3756    154.3679    10.9871
154.3756    154.3737    10.9661
154.3756    154.3829    10.8822
154.3756    154.3689    10.8767
154.3756    154.3732    10.9369
154.3604    154.3712    10.9398
154.3604    154.3530    10.9412
154.3604    154.3586    10.9231
154.3604    154.3676    11.0022
154.3604    154.3538    11.0337
154.3604    154.3580    11.0240
154.3604    154.3712    11.0699
154.3604    154.3531    11.0801
154.3604    154.3586    11.0870
154.3604    154.3675    11.0650
154.3604    154.3539    11.0378
154.3604    154.3580    11.0344
154.3604    154.3714    10.9172
154.3604    154.3529    10.9226
154.3604    154.3586    10.8754
154.3604    154.3675    10.7764
154.3604    154.3540    10.7378
154.3604    154.3580    10.7327
154.3604    154.3713    10.6546
154.3604    154.3531    10.5350
154.3604    154.3586    10.4059
154.3604    154.3671    10.2932
154.3604    154.3542    10.1757
154.3604    154.3580    10.0461
154.3604    154.3713    9.91333
154.3810    154.3737    9.77147
154.3810    154.3793    9.66673
154.3810    154.3878    9.53948
154.3810    154.3749    9.40829
154.3810    154.3786    9.26026
154.3810    154.3921    9.10051
154.3810    154.3737    8.95427
154.3810    154.3792    8.95162
154.3810    154.3881    8.84991
154.3810    154.3746    8.78476
154.3810    154.3786    8.77436
154.3810    154.3919    8.72869
154.3810    154.3738    8.62338
154.3810    154.3793    8.47743
154.3810    154.3878    8.37248
154.3810    154.3750    8.31190
154.3810    154.3787    8.25497
154.3810    154.3914    8.24214
154.3810    154.3741    8.25701
154.3810    154.3793    8.26943
154.3810    154.3880    8.30630
154.3810    154.3748    8.32788
154.3810    154.3787    8.38127
154.3810    154.3912    8.44722
154.3963    154.3895    8.53615
154.3963    154.3945    8.65155
154.3963    154.4034    8.74554
154.3963    154.3900    8.84360
154.3963    154.3939    8.91409
154.3963    154.4066    8.97146
154.3963    154.3894    9.00954
154.3963    154.3945    9.10815
154.3963    154.4036    9.26166
154.3963    154.3899    9.45669
154.3963    154.3939    9.58069
154.3963    154.4065    9.70865
154.3963    154.3895    9.82065
154.3963    154.3945    9.90895
154.3963    154.4033    9.97253
154.3963    154.3900    10.0380
154.3963    154.3939    10.0846
154.3963    154.4066    10.1247
154.3963    154.3894    10.1781
154.3963    154.3945    10.2395
154.3963    154.4033    10.2900
154.3963    154.3900    10.2748
154.3963    154.3939    10.3180
154.3963    154.4068    10.3245
154.3963    154.3893    10.3147
154.3937    154.3919    10.3491
154.3937    154.4008    10.4048
154.3937    154.3874    10.4163
154.3937    154.3913    10.4375
154.3937    154.4044    10.3861
154.3937    154.3865    10.4484
154.3937    154.3919    10.4459
154.3937    154.4009    10.4758
154.3937    154.3873    10.4812
154.3937    154.3912    10.5031
154.3937    154.4044    10.5181
154.3937    154.3866    10.5314
154.3937    154.3919    10.5324
154.3937    154.4008    10.5122
154.3937    154.3874    10.4652
154.3937    154.3912    10.4136
154.3937    154.4042    10.5697
154.3937    154.3869    10.3636
154.3937    154.3919    10.3222
154.3937    154.4004    10.3138
154.3937    154.3876    10.2403
154.3937    154.3913    10.1391
154.3937    154.4043    10.0944
154.3937    154.3867    10.0958
154.3917    154.3898    10.1754
154.3787    154.3858    10.1554
154.3787    154.3723    10.1988
154.3787    154.3762    10.2173
154.3787    154.3893    10.2422
154.3787    154.3717    10.2221
154.3787    154.3769    10.1914
154.3787    154.3856    10.1623
154.3787    154.3725    10.1351
154.3787    154.3762    10.1204
154.3787    154.3891    10.1289
154.3787    154.3718    10.1439
154.3787    154.3769    9.98869
154.3787    154.3855    10.1459
154.3787    154.3726    10.1570
154.3787    154.3763    10.1609
154.3787    154.3889    10.2050
154.3787    154.3719    10.2542
154.3787    154.3769    10.2591
154.3787    154.3854    10.2001
154.3787    154.3727    10.1420
154.3787    154.3763    10.0982
154.3787    154.3890    10.0744
154.3787    154.3719    10.0886
154.3787    154.3769    10.0509
154.3464    154.3531    9.97211
154.3464    154.3404    9.92724
154.3464    154.3441    9.98101
154.3464    154.3563    9.99583
154.3464    154.3399    9.98769
154.3464    154.3447    9.95637
154.3464    154.3529    9.98919
154.3464    154.3406    10.0082
154.3464    154.3441    10.0218
154.3464    154.3561    10.0644
154.3464    154.3400    10.1391
154.3464    154.3446    10.2354
154.3464    154.3532    10.3427
154.3464    154.3404    10.4132
154.3464    154.3440    10.4739
154.3464    154.3563    10.5242
154.3464    154.3399    10.5374
154.3464    154.3446    10.5133
154.3464    154.3528    10.4192
154.3464    154.3407    10.3951
154.3464    154.3441    10.4331
154.3464    154.3558    10.4613
154.3464    154.3402    10.4044
154.3464    154.3447    10.4155
154.3348    154.3527    10.4474
154.3290    154.3235    10.4926
154.3290    154.3268    10.4826
154.3290    154.3386    10.4741
154.3290    154.3228    10.4509
154.3290    154.3274    10.3881
154.3290    154.3351    10.2870
154.3290    154.3236    10.1723
154.3290    154.3268    10.0536
154.3290    154.3387    9.99477
154.3290    154.3227    9.96427
154.3290    154.3273    9.94133
154.3290    154.3354    9.93884
154.3290    154.3235    9.95765
154.3290    154.3268    10.0114
154.3290    154.3383    10.0560
154.3290    154.3230    10.0892
154.3290    154.3274    10.0989
154.3290    154.3352    10.0901
154.3290    154.3236    10.0642
154.3290    154.3268    10.0524
154.3290    154.3384    10.0527
154.3290    154.3230    10.0531
154.3290    154.3274    10.0537
154.3290    154.3352    10.0732
154.3150    154.3096    10.0967
154.3150    154.3128    10.1356
154.3150    154.3241    10.1721
154.3150    154.3090    10.2060
154.3150    154.3134    10.2200
154.3150    154.3211    10.2362
154.3150    154.3096    10.2300
154.3150    154.3128    10.2033
154.3150    154.3244    10.1676
154.3150    154.3089    10.1215
154.3150    154.3133    10.0917
154.3150    154.3211    10.0817
154.3150    154.3096    10.0799
154.3150    154.3128    10.0861
154.3150    154.3242    10.0830
154.3150    154.3090    10.0745
154.3150    154.3134    10.0491
154.3150    154.3210    10.0147
154.3150    154.3097    9.98077
154.3150    154.3128    9.95438
154.3150    154.3242    9.93162
154.3150    154.3091    9.89751
154.3150    154.3134    9.85004
154.3150    154.3209    9.81599
154.3150    154.3098    9.77638
154.3142    154.3120    9.73070
154.3142    154.3233    9.70673
154.3142    154.3083    9.71173
154.3142    154.3125    9.72285
154.3142    154.3203    9.73753
154.3142    154.3088    9.74738
154.3142    154.3119    9.75649
154.3142    154.3233    9.76893
154.3142    154.3083    9.77233
154.3142    154.3125    9.76295
154.3142    154.3202    9.74842
154.3142    154.3089    9.74359
154.3142    154.3119    9.74729
154.3142    154.3232    9.75842
154.3142    154.3083    9.77583
154.3142    154.3125    9.79375
154.3142    154.3202    9.82262
154.3142    154.3089    9.86829
154.3142    154.3120    9.90550
154.3142    154.3231    9.94611
