Syntax version=4
Sun Nov 24 22:27:38 2019
Starting process (10000000 clocks per sec)

LogRawData=false
VarHeader=1
D:		akcelerometer[0]	akcelerometer[1]	akcelerometer[2]	gyroskope[0]	gyroskope[1]	gyroskope[2]
D:	time(ms)	(0x20000780,7)	(0x20000788,7)	(0x20000790,7)	(0x20000798,7)	(0x200007a0,7)	(0x200007a8,7)
D:	3881.07	-2.574646	1.587898	-9.742939	-2.436260	0.137419	-0.785100
D:	3882.07	-2.574646	1.587898	-9.742939	-2.436260	0.137419	-0.785100
D:	3882.99	-2.574646	1.587898	-9.742939	-2.436260	0.054328	-0.863929
D:	3883.91	-1.798660	1.298101	-9.695039	-2.568353	0.054328	-0.863929
D:	3884.87	-1.798660	1.298101	-9.695039	-2.568353	0.054328	-0.863929
D:	3885.82	-1.798660	1.298101	-9.695039	-2.568353	0.054328	-0.863929
D:	3886.77	-1.798660	1.298101	-9.695039	-2.568353	0.054328	-0.863929
D:	3887.75	-1.798660	1.298101	-9.695039	-2.568353	0.054328	-0.863929
D:	3888.69	-1.798660	1.298101	-9.695039	-2.568353	0.054328	-0.863929
D:	3889.62	-1.798660	1.298101	-9.695039	-2.568353	0.054328	-0.863929
D:	3890.56	-1.798660	1.298101	-9.695039	-2.568353	0.054328	-0.863929
D:	3891.35	-1.798660	1.298101	-9.695039	-2.568353	0.054328	-0.863929
D:	3892.46	-1.798660	1.298101	-9.695039	-2.568353	0.054328	-0.863929
D:	3893.59	-0.177231	-0.438289	-9.405242	-2.647182	-0.061785	-0.698813
D:	3894.75	-0.177231	-0.438289	-9.405242	-2.647182	-0.061785	-0.698813
D:	3895.97	-0.177231	-0.438289	-9.405242	-2.647182	-0.061785	-0.698813
D:	3897.10	-0.177231	-0.438289	-9.405242	-2.647182	-0.061785	-0.698813
D:	3898.05	-0.177231	-0.438289	-9.405242	-2.647182	-0.061785	-0.698813
D:	3899.17	-0.177231	-0.438289	-9.405242	-2.647182	-0.061785	-0.698813
D:	3900.24	-0.177231	-0.438289	-9.405242	-2.647182	-0.061785	-0.698813
D:	3901.34	-0.177231	-0.438289	-9.405242	-2.647182	-0.061785	-0.698813
D:	3902.49	-0.177231	-0.438289	-9.405242	-2.647182	-0.061785	-0.698813
D:	3903.58	0.184417	-0.323328	-9.929751	-2.521481	-0.014914	-0.387756
D:	3904.65	0.184417	-0.323328	-9.929751	-2.521481	-0.014914	-0.387756
D:	3905.73	0.184417	-0.323328	-9.929751	-2.521481	-0.014914	-0.387756
D:	3906.55	0.184417	-0.323328	-9.929751	-2.521481	-0.014914	-0.387756
D:	3907.49	0.184417	-0.323328	-9.929751	-2.521481	-0.014914	-0.387756
D:	3908.60	0.184417	-0.323328	-9.929751	-2.521481	-0.014914	-0.387756
D:	3909.56	0.184417	-0.323328	-9.929751	-2.521481	-0.014914	-0.387756
D:	3910.60	0.184417	-0.323328	-9.929751	-2.521481	-0.014914	-0.387756
D:	3911.44	0.184417	-0.323328	-9.929751	-2.521481	-0.014914	-0.387756
D:	3912.42	0.184417	-0.323328	-9.929751	-2.521481	-0.014914	-0.387756
D:	3913.44	0.184417	-0.323328	-9.929751	-2.521481	-0.014914	-0.387756
D:	3914.35	0.184417	-0.323328	-9.929751	-2.521481	-0.014914	-0.387756
D:	3915.30	0.035925	0.122146	-10.032737	-2.341451	-0.018109	-0.140615
D:	3916.20	0.035925	0.122146	-10.032737	-2.341451	-0.018109	-0.140615
D:	3917.08	0.035925	0.122146	-10.032737	-2.341451	-0.018109	-0.140615
D:	3918.06	0.035925	0.122146	-10.032737	-2.341451	-0.018109	-0.140615
D:	3919.10	0.035925	0.122146	-10.032737	-2.341451	-0.018109	-0.140615
D:	3920.05	0.035925	0.122146	-10.032737	-2.341451	-0.018109	-0.140615
D:	3920.97	0.035925	0.122146	-10.032737	-2.341451	-0.018109	-0.140615
D:	3921.75	0.035925	0.122146	-10.032737	-2.341451	-0.018109	-0.140615
D:	3922.67	0.035925	0.122146	-10.032737	-2.341451	-0.018109	-0.140615
D:	3923.57	-0.411943	0.732876	-10.054292	-2.101767	0.051133	0.025566
D:	3924.46	-0.411943	0.732876	-10.054292	-2.101767	0.051133	0.025566
D:	3925.36	-0.411943	0.732876	-10.054292	-2.101767	0.051133	0.025566
D:	3926.27	-0.411943	0.732876	-10.054292	-2.101767	0.051133	0.025566
D:	3927.22	-0.411943	0.732876	-10.054292	-2.101767	0.051133	0.025566
D:	3928.15	-0.411943	0.732876	-10.054292	-2.101767	0.051133	0.025566
D:	3929.05	-0.411943	0.732876	-10.054292	-2.101767	0.051133	0.025566
D:	3929.93	-0.411943	0.732876	-10.054292	-2.101767	0.051133	0.025566
D:	3930.81	-0.411943	0.732876	-10.054292	-2.101767	0.051133	0.025566
D:	3931.68	-0.411943	0.732876	-10.054292	-2.101767	0.051133	0.025566
D:	3932.59	-0.411943	0.732876	-10.054292	-2.101767	0.051133	0.025566
D:	3933.51	-0.936453	1.448987	-9.484277	-1.895105	0.159790	0.103331
D:	3934.44	-0.936453	1.448987	-9.484277	-1.895105	0.159790	0.103331
D:	3935.37	-0.936453	1.448987	-9.484277	-1.895105	0.159790	0.103331
D:	3936.32	-0.936453	1.448987	-9.484277	-1.895105	0.159790	0.103331
D:	3937.25	-0.936453	1.448987	-9.484277	-1.895105	0.159790	0.103331
D:	3938.27	-0.936453	1.448987	-9.484277	-1.895105	0.159790	0.103331
D:	3939.19	-0.936453	1.448987	-9.484277	-1.895105	0.159790	0.103331
D:	3940.09	-0.936453	1.448987	-9.484277	-1.895105	0.159790	0.103331
D:	3941.07	-0.936453	1.448987	-9.484277	-1.895105	0.159790	0.103331
D:	3942.18	-0.936453	1.448987	-9.484277	-1.895105	0.159790	0.103331
D:	3943.36	-0.936453	1.448987	-9.484277	-1.895105	0.159790	0.103331
D:	3944.28	-0.936453	1.448987	-9.484277	-1.895105	0.159790	0.103331
D:	3945.37	-1.343606	2.155518	-9.189690	-1.699097	0.283360	0.090547
D:	3946.42	-1.343606	2.155518	-9.189690	-1.699097	0.283360	0.090547
D:	3947.65	-1.343606	2.155518	-9.189690	-1.699097	0.283360	0.090547
D:	3948.77	-1.343606	2.155518	-9.189690	-1.699097	0.283360	0.090547
D:	3949.90	-1.343606	2.155518	-9.189690	-1.699097	0.283360	0.090547
D:	3950.95	-1.343606	2.155518	-9.189690	-1.699097	0.283360	0.090547
D:	3952.05	-1.343606	2.155518	-9.189690	-1.699097	0.283360	0.090547
D:	3953.09	-1.343606	2.155518	-9.189690	-1.578722	0.435693	0.042611
D:	3954.14	-1.681304	2.433340	-8.895103	-1.578722	0.435693	0.042611
D:	3955.18	-1.681304	2.433340	-8.895103	-1.578722	0.435693	0.042611
D:	3956.38	-1.681304	2.433340	-8.895103	-1.578722	0.435693	0.042611
D:	3957.31	-1.681304	2.433340	-8.895103	-1.578722	0.435693	0.042611
D:	3958.30	-1.681304	2.433340	-8.895103	-1.578722	0.435693	0.042611
D:	3959.28	-1.681304	2.433340	-8.895103	-1.578722	0.435693	0.042611
D:	3960.25	-1.681304	2.433340	-8.895103	-1.578722	0.435693	0.042611
D:	3961.10	-1.681304	2.433340	-8.895103	-1.578722	0.435693	0.042611
D:	3962.07	-1.681304	2.433340	-8.895103	-1.578722	0.435693	0.042611
D:	3963.09	-1.681304	2.433340	-9.223220	-1.484979	0.541154	-0.018109
D:	3964.05	-1.865720	2.878813	-9.223220	-1.484979	0.541154	-0.018109
D:	3964.94	-1.865720	2.878813	-9.223220	-1.484979	0.541154	-0.018109
D:	3965.82	-1.865720	2.878813	-9.223220	-1.484979	0.541154	-0.018109
D:	3966.72	-1.865720	2.878813	-9.223220	-1.484979	0.541154	-0.018109
D:	3967.61	-1.865720	2.878813	-9.223220	-1.484979	0.541154	-0.018109
D:	3968.51	-1.865720	2.878813	-9.223220	-1.484979	0.541154	-0.018109
D:	3969.41	-1.865720	2.878813	-9.223220	-1.484979	0.541154	-0.018109
D:	3970.32	-1.865720	2.878813	-9.223220	-1.484979	0.541154	-0.018109
D:	3971.25	-1.865720	2.878813	-9.223220	-1.484979	0.541154	-0.018109
D:	3972.18	-1.865720	2.878813	-9.223220	-1.484979	0.541154	-0.018109
D:	3973.08	-1.865720	2.878813	-9.223220	-1.560612	0.446346	-0.103331
D:	3974.08	-2.141147	3.089575	-9.527388	-1.560612	0.446346	-0.103331
D:	3975.06	-2.141147	3.089575	-9.527388	-1.560612	0.446346	-0.103331
D:	3976.06	-2.141147	3.089575	-9.527388	-1.560612	0.446346	-0.103331
D:	3977.11	-2.141147	3.089575	-9.527388	-1.560612	0.446346	-0.103331
D:	3978.05	-2.141147	3.089575	-9.527388	-1.560612	0.446346	-0.103331
D:	3978.97	-2.141147	3.089575	-9.527388	-1.560612	0.446346	-0.103331
D:	3979.91	-2.141147	3.089575	-9.527388	-1.560612	0.446346	-0.103331
D:	3980.86	-2.141147	3.089575	-9.527388	-1.560612	0.446346	-0.103331
D:	3981.81	-2.141147	3.089575	-9.527388	-1.560612	0.446346	-0.103331
D:	3982.74	-2.141147	3.089575	-9.527388	-1.560612	0.446346	-0.103331
D:	3983.67	-2.121987	3.259622	-9.268726	-1.655421	0.298274	-0.200270
D:	3984.60	-2.121987	3.259622	-9.268726	-1.655421	0.298274	-0.200270
D:	3985.53	-2.121987	3.259622	-9.268726	-1.655421	0.298274	-0.200270
D:	3986.43	-2.121987	3.259622	-9.268726	-1.655421	0.298274	-0.200270
D:	3987.33	-2.121987	3.259622	-9.268726	-1.655421	0.298274	-0.200270
D:	3988.35	-2.121987	3.259622	-9.268726	-1.655421	0.298274	-0.200270
D:	3989.37	-2.121987	3.259622	-9.268726	-1.655421	0.298274	-0.200270
D:	3990.31	-2.121987	3.259622	-9.268726	-1.655421	0.298274	-0.200270
D:	3991.32	-2.121987	3.259622	-9.268726	-1.655421	0.298274	-0.200270
D:	3992.46	-2.121987	3.259622	-9.268726	-1.655421	0.298274	-0.200270
D:	3993.55	-2.098037	3.250042	-8.765771	-1.701227	0.221575	-0.270577
D:	3994.58	-2.098037	3.250042	-8.765771	-1.701227	0.221575	-0.270577
D:	3995.84	-2.098037	3.250042	-8.765771	-1.701227	0.221575	-0.270577
D:	3997.07	-2.098037	3.250042	-8.765771	-1.701227	0.221575	-0.270577
D:	3998.07	-2.098037	3.250042	-8.765771	-1.701227	0.221575	-0.270577
D:	3999.17	-2.098037	3.250042	-8.765771	-1.701227	0.221575	-0.270577
D:	4000.25	-2.098037	3.250042	-8.765771	-1.701227	0.221575	-0.270577
D:	4001.34	-2.098037	3.250042	-8.765771	-1.701227	0.221575	-0.270577
D:	4002.47	-2.098037	3.250042	-8.765771	-1.701227	0.221575	-0.270577
D:	4003.55	-2.160308	3.305127	-8.310718	-1.659682	0.250337	-0.325971
D:	4004.62	-2.160308	3.305127	-8.310718	-1.659682	0.250337	-0.325971
D:	4005.70	-2.160308	3.305127	-8.310718	-1.659682	0.250337	-0.325971
D:	4006.58	-2.160308	3.305127	-8.310718	-1.659682	0.250337	-0.325971
D:	4007.53	-2.160308	3.305127	-8.310718	-1.659682	0.250337	-0.325971
D:	4008.52	-2.160308	3.305127	-8.310718	-1.659682	0.250337	-0.325971
D:	4009.45	-2.160308	3.305127	-8.310718	-1.659682	0.250337	-0.325971
D:	4010.46	-2.160308	3.305127	-8.310718	-1.659682	0.250337	-0.325971
D:	4011.35	-2.160308	3.305127	-8.310718	-1.659682	0.250337	-0.325971
D:	4012.35	-2.160308	3.305127	-8.310718	-1.659682	0.250337	-0.325971
D:	4013.46	-2.107617	3.647615	-7.735913	-1.558482	0.390952	-0.389887
D:	4014.36	-2.107617	3.647615	-7.735913	-1.558482	0.390952	-0.389887
D:	4015.30	-2.107617	3.647615	-7.735913	-1.558482	0.390952	-0.389887
D:	4016.20	-2.107617	3.647615	-7.735913	-1.558482	0.390952	-0.389887
D:	4017.16	-2.107617	3.647615	-7.735913	-1.558482	0.390952	-0.389887
D:	4018.15	-2.107617	3.647615	-7.735913	-1.558482	0.390952	-0.389887
D:	4019.05	-2.107617	3.647615	-7.735913	-1.558482	0.390952	-0.389887
D:	4019.96	-2.107617	3.647615	-7.735913	-1.558482	0.390952	-0.389887
D:	4020.86	-2.107617	3.647615	-7.735913	-1.558482	0.390952	-0.389887
D:	4021.78	-2.107617	3.647615	-7.735913	-1.558482	0.390952	-0.389887
D:	4022.72	-2.107617	3.647615	-7.735913	-1.558482	0.390952	-0.389887
D:	4023.64	-1.932781	3.494333	-7.414980	-1.467934	0.530502	-0.472977
D:	4024.58	-1.932781	3.494333	-7.414980	-1.467934	0.530502	-0.472977
D:	4025.49	-1.932781	3.494333	-7.414980	-1.467934	0.530502	-0.472977
D:	4026.41	-1.932781	3.494333	-7.414980	-1.467934	0.530502	-0.472977
D:	4027.38	-1.932781	3.494333	-7.414980	-1.467934	0.530502	-0.472977
D:	4028.35	-1.932781	3.494333	-7.414980	-1.467934	0.530502	-0.472977
D:	4029.33	-1.932781	3.494333	-7.414980	-1.467934	0.530502	-0.472977
D:	4030.33	-1.932781	3.494333	-7.414980	-1.467934	0.530502	-0.472977
D:	4031.32	-1.932781	3.494333	-7.414980	-1.467934	0.530502	-0.472977
D:	4032.35	-1.932781	3.494333	-7.414980	-1.467934	0.530502	-0.472977
D:	4033.36	-1.932781	3.494333	-7.414980	-1.467934	0.530502	-0.472977
D:	4034.36	-1.932781	3.494333	-7.414980	-1.467934	0.530502	-0.472977
D:	4035.39	-1.784290	3.520679	-7.264094	-1.393366	0.724380	-0.497478
D:	4036.35	-1.784290	3.520679	-7.264094	-1.393366	0.724380	-0.497478
D:	4037.29	-1.784290	3.520679	-7.264094	-1.393366	0.724380	-0.497478
D:	4038.16	-1.784290	3.520679	-7.264094	-1.393366	0.724380	-0.497478
D:	4039.03	-1.784290	3.520679	-7.264094	-1.393366	0.724380	-0.497478
D:	4039.90	-1.784290	3.520679	-7.264094	-1.393366	0.724380	-0.497478
D:	4040.85	-1.784290	3.520679	-7.264094	-1.393366	0.724380	-0.497478
D:	4041.81	-1.784290	3.520679	-7.264094	-1.393366	0.724380	-0.497478
D:	4042.71	-1.784290	3.520679	-7.264094	-1.393366	0.724380	-0.497478
D:	4043.89	-1.374741	3.374583	-6.983877	-1.321993	0.846885	-0.528371
D:	4045.11	-1.374741	3.374583	-6.983877	-1.321993	0.846885	-0.528371
D:	4046.25	-1.374741	3.374583	-6.983877	-1.321993	0.846885	-0.528371
D:	4047.28	-1.374741	3.374583	-6.983877	-1.321993	0.846885	-0.528371
D:	4048.43	-1.374741	3.374583	-6.983877	-1.321993	0.846885	-0.528371
D:	4049.58	-1.374741	3.374583	-6.983877	-1.321993	0.846885	-0.528371
D:	4050.75	-1.374741	3.374583	-6.983877	-1.321993	0.846885	-0.528371
D:	4051.89	-1.374741	3.374583	-6.983877	-1.321993	0.846885	-0.528371
D:	4053.09	-1.374741	3.374583	-6.983877	-1.218663	1.024784	-0.462325
D:	4054.24	-1.171165	3.199746	-7.103628	-1.218663	1.024784	-0.462325
D:	4055.42	-1.171165	3.199746	-7.103628	-1.218663	1.024784	-0.462325
D:	4056.65	-1.171165	3.199746	-7.103628	-1.218663	1.024784	-0.462325
D:	4057.84	-1.171165	3.199746	-7.103628	-1.218663	1.024784	-0.462325
D:	4058.86	-1.171165	3.199746	-7.103628	-1.218663	1.024784	-0.462325
D:	4059.90	-1.171165	3.199746	-7.103628	-1.218663	1.024784	-0.462325
D:	4060.97	-1.171165	3.199746	-7.103628	-1.218663	1.024784	-0.462325
D:	4061.97	-1.171165	3.199746	-7.103628	-1.218663	1.024784	-0.462325
D:	4063.09	-1.171165	3.199746	-7.103628	-1.218663	1.024784	-0.462325
D:	4064.12	-1.171165	3.199746	-7.103628	-1.218663	1.024784	-0.462325
D:	4065.13	-1.171165	3.199746	-7.340735	-1.170726	1.125985	-0.396278
D:	4066.14	-1.046624	3.329077	-7.340735	-1.170726	1.125985	-0.396278
D:	4067.14	-1.046624	3.329077	-7.340735	-1.170726	1.125985	-0.396278
D:	4068.13	-1.046624	3.329077	-7.340735	-1.170726	1.125985	-0.396278
D:	4069.12	-1.046624	3.329077	-7.340735	-1.170726	1.125985	-0.396278
D:	4070.09	-1.046624	3.329077	-7.340735	-1.170726	1.125985	-0.396278
D:	4071.06	-1.046624	3.329077	-7.340735	-1.170726	1.125985	-0.396278
D:	4071.92	-1.046624	3.329077	-7.340735	-1.170726	1.125985	-0.396278
D:	4072.84	-1.046624	3.329077	-7.340735	-1.170726	1.125985	-0.396278
D:	4073.76	-1.101709	3.532654	-7.707173	-1.162203	1.118528	-0.368581
D:	4074.66	-1.101709	3.532654	-7.707173	-1.162203	1.118528	-0.368581
D:	4075.57	-1.101709	3.532654	-7.707173	-1.162203	1.118528	-0.368581
D:	4076.48	-1.101709	3.532654	-7.707173	-1.162203	1.118528	-0.368581
D:	4077.41	-1.101709	3.532654	-7.707173	-1.162203	1.118528	-0.368581
D:	4078.33	-1.101709	3.532654	-7.707173	-1.162203	1.118528	-0.368581
D:	4079.24	-1.101709	3.532654	-7.707173	-1.162203	1.118528	-0.368581
D:	4080.17	-1.101709	3.532654	-7.707173	-1.162203	1.118528	-0.368581
D:	4081.09	-1.101709	3.532654	-7.707173	-1.162203	1.118528	-0.368581
D:	4082.06	-1.101709	3.532654	-7.707173	-1.162203	1.118528	-0.368581
D:	4083.06	-1.101709	3.532654	-7.707173	-1.181378	1.079113	-0.356864
D:	4084.06	-1.159189	3.839216	-7.673643	-1.181378	1.079113	-0.356864
D:	4085.07	-1.159189	3.839216	-7.673643	-1.181378	1.079113	-0.356864
D:	4086.06	-1.159189	3.839216	-7.673643	-1.181378	1.079113	-0.356864
D:	4087.07	-1.159189	3.839216	-7.673643	-1.181378	1.079113	-0.356864
D:	4088.06	-1.159189	3.839216	-7.673643	-1.181378	1.079113	-0.356864
D:	4089.06	-1.159189	3.839216	-7.673643	-1.181378	1.079113	-0.356864
D:	4090.07	-1.159189	3.839216	-7.673643	-1.181378	1.079113	-0.356864
D:	4091.07	-1.159189	3.839216	-7.673643	-1.181378	1.079113	-0.356864
D:	4092.06	-1.159189	3.839216	-7.673643	-1.181378	1.079113	-0.356864
D:	4093.08	-1.159189	3.839216	-7.673643	-1.243164	0.993892	-0.381365
D:	4094.16	-1.171165	4.143384	-7.858059	-1.243164	0.993892	-0.381365
D:	4095.37	-1.171165	4.143384	-7.858059	-1.243164	0.993892	-0.381365
D:	4096.48	-1.171165	4.143384	-7.858059	-1.243164	0.993892	-0.381365
D:	4097.44	-1.171165	4.143384	-7.858059	-1.243164	0.993892	-0.381365
D:	4098.66	-1.171165	4.143384	-7.858059	-1.243164	0.993892	-0.381365
D:	4099.78	-1.171165	4.143384	-7.858059	-1.243164	0.993892	-0.381365
D:	4100.90	-1.171165	4.143384	-7.858059	-1.243164	0.993892	-0.381365
D:	4102.06	-1.171165	4.143384	-7.858059	-1.243164	0.993892	-0.381365
D:	4103.19	-1.171165	4.382886	-7.699988	-1.367800	0.844755	-0.443150
D:	4104.29	-1.441802	4.382886	-7.699988	-1.367800	0.844755	-0.443150
D:	4105.40	-1.441802	4.382886	-7.699988	-1.367800	0.844755	-0.443150
D:	4106.54	-1.441802	4.382886	-7.699988	-1.367800	0.844755	-0.443150
D:	4107.61	-1.441802	4.382886	-7.699988	-1.367800	0.844755	-0.443150
D:	4108.75	-1.441802	4.382886	-7.699988	-1.367800	0.844755	-0.443150
D:	4109.88	-1.441802	4.382886	-7.699988	-1.367800	0.844755	-0.443150
D:	4110.84	-1.441802	4.382886	-7.699988	-1.367800	0.844755	-0.443150
D:	4112.09	-1.441802	4.382886	-7.699988	-1.367800	0.844755	-0.443150
D:	4113.30	-1.398691	4.564907	-7.314390	-1.491370	0.790426	-0.471912
D:	4114.46	-1.398691	4.564907	-7.314390	-1.491370	0.790426	-0.471912
D:	4115.62	-1.398691	4.564907	-7.314390	-1.491370	0.790426	-0.471912
D:	4116.55	-1.398691	4.564907	-7.314390	-1.491370	0.790426	-0.471912
D:	4117.50	-1.398691	4.564907	-7.314390	-1.491370	0.790426	-0.471912
D:	4118.45	-1.398691	4.564907	-7.314390	-1.491370	0.790426	-0.471912
D:	4119.45	-1.398691	4.564907	-7.314390	-1.491370	0.790426	-0.471912
D:	4120.37	-1.398691	4.564907	-7.314390	-1.491370	0.790426	-0.471912
D:	4121.33	-1.398691	4.564907	-7.314390	-1.491370	0.790426	-0.471912
D:	4122.31	-1.398691	4.564907	-7.314390	-1.491370	0.790426	-0.471912
D:	4123.32	-1.252595	4.605623	-6.854546	-1.563808	0.818123	-0.520914
D:	4124.32	-1.252595	4.605623	-6.854546	-1.563808	0.818123	-0.520914
D:	4125.32	-1.252595	4.605623	-6.854546	-1.563808	0.818123	-0.520914
D:	4126.33	-1.252595	4.605623	-6.854546	-1.563808	0.818123	-0.520914
D:	4127.33	-1.252595	4.605623	-6.854546	-1.563808	0.818123	-0.520914
D:	4128.33	-1.252595	4.605623	-6.854546	-1.563808	0.818123	-0.520914
D:	4129.31	-1.252595	4.605623	-6.854546	-1.563808	0.818123	-0.520914
D:	4130.32	-1.252595	4.605623	-6.854546	-1.563808	0.818123	-0.520914
D:	4131.29	-1.252595	4.605623	-6.854546	-1.563808	0.818123	-0.520914
D:	4132.24	-1.252595	4.605623	-6.854546	-1.563808	0.818123	-0.520914
D:	4133.17	-1.252595	4.634362	-6.612649	-1.533981	0.988565	-0.517719
D:	4134.11	-1.154399	4.634363	-6.612649	-1.533981	0.988565	-0.517719
D:	4135.06	-1.154399	4.634363	-6.612649	-1.533981	0.988565	-0.517719
D:	4136.06	-1.154399	4.634363	-6.612649	-1.533981	0.988565	-0.517719
D:	4136.98	-1.154399	4.634363	-6.612649	-1.533981	0.988565	-0.517719
D:	4137.90	-1.154399	4.634363	-6.612649	-1.533981	0.988565	-0.517719
D:	4138.90	-1.154399	4.634363	-6.612649	-1.533981	0.988565	-0.517719
D:	4139.88	-1.154399	4.634363	-6.612649	-1.533981	0.988565	-0.517719
D:	4140.83	-1.154399	4.634363	-6.612649	-1.533981	0.988565	-0.517719
D:	4141.66	-1.154399	4.634363	-6.612649	-1.533981	0.988565	-0.517719
D:	4142.62	-1.154399	4.634363	-6.612649	-1.533981	0.988565	-0.517719
D:	4143.56	-0.601150	4.421206	-6.159990	-1.435976	1.214401	-0.494283
D:	4144.50	-0.601150	4.421206	-6.159990	-1.435976	1.214401	-0.494283
D:	4145.51	-0.601150	4.421206	-6.159990	-1.435976	1.214401	-0.494283
D:	4146.50	-0.601150	4.421206	-6.159990	-1.435976	1.214401	-0.494283
D:	4147.55	-0.601150	4.421206	-6.159990	-1.435976	1.214401	-0.494283
D:	4148.52	-0.601150	4.421206	-6.159990	-1.435976	1.214401	-0.494283
D:	4149.48	-0.601150	4.421206	-6.159990	-1.435976	1.214401	-0.494283
D:	4150.46	-0.601150	4.421206	-6.159990	-1.435976	1.214401	-0.494283
D:	4151.43	-0.601150	4.421206	-6.159990	-1.435976	1.214401	-0.494283
D:	4152.41	-0.601150	4.421206	-6.159990	-1.435976	1.214401	-0.494283
D:	4153.40	-0.601150	4.421206	-6.159990	-1.435976	1.214401	-0.494283
D:	4154.36	-0.601150	4.421206	-6.159990	-1.435976	1.214401	-0.494283
D:	4155.36	-0.129331	4.157754	-6.413862	-1.286839	1.545699	-0.369647
D:	4156.42	-0.129331	4.157754	-6.413862	-1.286839	1.545699	-0.369647
D:	4157.34	-0.129331	4.157754	-6.413862	-1.286839	1.545699	-0.369647
D:	4158.43	-0.129331	4.157754	-6.413862	-1.286839	1.545699	-0.369647
D:	4159.55	-0.129331	4.157754	-6.413862	-1.286839	1.545699	-0.369647
D:	4160.70	-0.129331	4.157754	-6.413862	-1.286839	1.545699	-0.369647
D:	4161.87	-0.129331	4.157754	-6.413862	-1.286839	1.545699	-0.369647
D:	4163.08	-0.129331	4.157754	-6.413862	-0.985370	1.943042	-0.219444
D:	4164.24	0.323328	4.129014	-6.373147	-0.985370	1.943042	-0.219444
D:	4165.41	0.323328	4.129014	-6.373147	-0.985370	1.943042	-0.219444
D:	4166.57	0.323328	4.129014	-6.373147	-0.985370	1.943042	-0.219444
D:	4167.57	0.323328	4.129014	-6.373147	-0.985370	1.943042	-0.219444
D:	4168.83	0.323328	4.129014	-6.373147	-0.985370	1.943042	-0.219444
D:	4169.79	0.323328	4.129014	-6.373147	-0.985370	1.943042	-0.219444
D:	4170.78	0.323328	4.129014	-6.373147	-0.985370	1.943042	-0.219444
D:	4171.73	0.323328	4.129014	-6.373147	-0.985370	1.943042	-0.219444
D:	4172.67	0.323328	4.129014	-6.373147	-0.985370	1.943042	-0.219444
D:	4173.61	0.895737	4.100273	-6.605464	-0.642354	2.387258	-0.056459
D:	4174.57	0.895737	4.100273	-6.605464	-0.642354	2.387258	-0.056459
D:	4175.52	0.895737	4.100273	-6.605464	-0.642354	2.387258	-0.056459
D:	4176.50	0.895737	4.100273	-6.605464	-0.642354	2.387258	-0.056459
D:	4177.44	0.895737	4.100273	-6.605464	-0.642354	2.387258	-0.056459
D:	4178.39	0.895737	4.100273	-6.605464	-0.642354	2.387258	-0.056459
D:	4179.43	0.895737	4.100273	-6.605464	-0.642354	2.387258	-0.056459
D:	4180.36	0.895737	4.100273	-6.605464	-0.642354	2.387258	-0.056459
D:	4181.31	0.895737	4.100273	-6.605464	-0.642354	2.387258	-0.056459
D:	4182.23	0.895737	4.100273	-6.605464	-0.642354	2.387258	-0.056459
D:	4183.18	0.895737	4.100273	-6.605464	-0.642354	2.387258	-0.056459
D:	4184.11	0.895737	4.100273	-6.605464	-0.642354	2.387258	-0.056459
D:	4185.05	0.895737	4.100273	-6.605464	-0.258859	2.796319	0.084156
D:	4185.96	0.958008	4.749324	-7.762258	-0.258859	2.796319	0.084156
D:	4186.90	0.958008	4.749324	-7.762258	-0.258859	2.796319	0.084156
D:	4187.83	0.958008	4.749324	-7.762258	-0.258859	2.796319	0.084156
D:	4188.75	0.958008	4.749324	-7.762258	-0.258859	2.796319	0.084156
D:	4189.66	0.958008	4.749324	-7.762258	-0.258859	2.796319	0.084156
D:	4190.60	0.958008	4.749324	-7.762258	-0.258859	2.796319	0.084156
D:	4191.50	0.958008	4.749324	-7.762258	-0.258859	2.796319	0.084156
D:	4192.44	0.958008	4.749324	-7.762258	-0.258859	2.796319	0.084156
D:	4193.36	0.816702	5.494175	-8.993298	0.092678	2.988067	0.091613
D:	4194.32	0.816702	5.494175	-8.993298	0.092678	2.988067	0.091613
D:	4195.23	0.816702	5.494175	-8.993298	0.092678	2.988067	0.091613
D:	4196.19	0.816702	5.494175	-8.993298	0.092678	2.988067	0.091613
D:	4197.21	0.816702	5.494175	-8.993298	0.092678	2.988067	0.091613
D:	4198.20	0.816702	5.494175	-8.993298	0.092678	2.988067	0.091613
D:	4199.15	0.816702	5.494175	-8.993298	0.092678	2.988067	0.091613
D:	4200.06	0.816702	5.494175	-8.993298	0.092678	2.988067	0.091613
D:	4201.17	0.816702	5.494175	-8.993298	0.092678	2.988067	0.091613
D:	4202.29	0.816702	5.494175	-8.993298	0.092678	2.988067	0.091613
D:	4203.33	0.541274	6.382727	-10.116563	0.260990	2.881540	-0.056459
D:	4204.47	0.541274	6.382727	-10.116563	0.260990	2.881540	-0.056459
D:	4205.56	0.541274	6.382727	-10.116563	0.260990	2.881540	-0.056459
D:	4206.49	0.541274	6.382727	-10.116563	0.260990	2.881540	-0.056459
D:	4207.58	0.541274	6.382727	-10.116563	0.260990	2.881540	-0.056459
D:	4208.69	0.541274	6.382727	-10.116563	0.260990	2.881540	-0.056459
D:	4209.81	0.541274	6.382727	-10.116563	0.260990	2.881540	-0.056459
D:	4210.77	0.541274	6.382727	-10.116563	0.260990	2.881540	-0.056459
