Syntax version=4
Sun Nov 24 22:27:38 2019
Starting process (10000000 clocks per sec)

LogRawData=false
VarHeader=1
D:		akcelerometer[0]	akcelerometer[1]	akcelerometer[2]	gyroskope[0]	gyroskope[1]	gyroskope[2]
D:	time(ms)	(0x20000780,7)	(0x20000788,7)	(0x20000790,7)	(0x20000798,7)	(0x200007a0,7)	(0x200007a8,7)
D:	1959.96	3.597319	-2.227368	-9.819580	1.394431	1.139833	0.044741
D:	1960.89	3.597319	-2.227368	-9.819580	1.394431	1.139833	0.044741
D:	1961.75	3.597319	-2.227368	-9.819580	1.394431	1.139833	0.044741
D:	1962.64	3.597319	-2.227368	-9.819580	1.394431	1.139833	0.044741
D:	1963.57	3.803291	-2.526746	-9.251960	1.220793	0.982174	0.006392
D:	1964.40	3.803291	-2.526746	-9.251960	1.220793	0.982174	0.006392
D:	1965.23	3.803291	-2.526746	-9.251960	1.220793	0.982174	0.006392
D:	1966.07	3.803291	-2.526746	-9.251960	1.220793	0.982174	0.006392
D:	1967.07	3.803291	-2.526746	-9.251960	1.220793	0.982174	0.006392
D:	1968.08	3.803291	-2.526746	-9.251960	1.220793	0.982174	0.006392
D:	1969.08	3.803291	-2.526746	-9.251960	1.220793	0.982174	0.006392
D:	1970.07	3.803291	-2.526746	-9.251960	1.220793	0.982174	0.006392
D:	1971.07	3.803291	-2.526746	-9.251960	1.220793	0.982174	0.006392
D:	1972.09	3.803291	-2.526746	-9.251960	1.220793	0.982174	0.006392
D:	1973.06	3.803291	-2.526746	-9.251960	1.220793	0.971521	0.002131
D:	1974.07	4.100273	-2.972219	-8.981323	1.161138	0.971521	0.002131
D:	1974.92	4.100273	-2.972219	-8.981323	1.161138	0.971521	0.002131
D:	1976.16	4.100273	-2.972219	-8.981323	1.161138	0.971521	0.002131
D:	1977.44	4.100273	-2.972219	-8.981323	1.161138	0.971521	0.002131
D:	1978.54	4.100273	-2.972219	-8.981323	1.161138	0.971521	0.002131
D:	1979.74	4.100273	-2.972219	-8.981323	1.161138	0.971521	0.002131
D:	1980.82	4.100273	-2.972219	-8.981323	1.161138	0.971521	0.002131
D:	1981.89	4.100273	-2.972219	-8.981323	1.161138	0.971521	0.002131
D:	1983.07	4.100273	-2.972219	-8.981323	1.161138	1.076982	0.046872
D:	1984.13	4.313430	-3.331472	-8.574170	1.267665	1.076982	0.046872
D:	1985.19	4.313430	-3.331472	-8.574170	1.267665	1.076982	0.046872
D:	1986.25	4.313430	-3.331472	-8.574170	1.267665	1.076982	0.046872
D:	1987.33	4.313430	-3.331472	-8.574170	1.267665	1.076982	0.046872
D:	1988.43	4.313430	-3.331472	-8.574170	1.267665	1.076982	0.046872
D:	1989.52	4.313430	-3.331472	-8.574170	1.267665	1.076982	0.046872
D:	1990.62	4.313430	-3.331472	-8.574170	1.267665	1.076982	0.046872
D:	1991.69	4.313430	-3.331472	-8.574170	1.267665	1.076982	0.046872
D:	1992.75	4.313430	-3.331472	-8.574170	1.267665	1.076982	0.046872
D:	1993.80	4.313430	-3.331472	-8.574170	1.267665	1.076982	0.046872
D:	1994.71	4.313430	-3.331472	-8.574170	1.267665	1.076982	0.046872
D:	1995.80	4.289480	-3.405718	-8.715476	1.439172	1.249555	0.088417
D:	1997.21	4.289480	-3.405718	-8.715476	1.439172	1.249555	0.088417
D:	1998.18	4.289480	-3.405718	-8.715476	1.439172	1.249555	0.088417
D:	1999.02	4.289480	-3.405718	-8.715476	1.439172	1.249555	0.088417
D:	1999.86	4.289480	-3.405718	-8.715476	1.439172	1.249555	0.088417
D:	2000.69	4.289480	-3.405718	-8.715476	1.439172	1.249555	0.088417
D:	2001.52	4.289480	-3.405718	-8.715476	1.439172	1.249555	0.088417
D:	2002.34	4.289480	-3.405718	-8.715476	1.439172	1.249555	0.088417
D:	2003.21	4.289480	-3.405718	-8.904683	1.538242	1.357147	0.108657
D:	2004.03	4.275110	-3.154241	-8.904683	1.538242	1.357147	0.108657
D:	2004.86	4.275110	-3.154241	-8.904683	1.538242	1.357147	0.108657
D:	2005.67	4.275110	-3.154241	-8.904683	1.538242	1.357147	0.108657
D:	2006.51	4.275110	-3.154241	-8.904683	1.538242	1.357147	0.108657
D:	2007.40	4.275110	-3.154241	-8.904683	1.538242	1.357147	0.108657
D:	2008.25	4.275110	-3.154241	-8.904683	1.538242	1.357147	0.108657
D:	2009.10	4.275110	-3.154241	-8.904683	1.538242	1.357147	0.108657
D:	2009.94	4.275110	-3.154241	-8.904683	1.538242	1.357147	0.108657
D:	2010.87	4.275110	-3.154241	-8.904683	1.538242	1.357147	0.108657
D:	2011.65	4.275110	-3.154241	-8.904683	1.538242	1.357147	0.108657
D:	2012.64	4.275110	-3.154241	-8.904683	1.538242	1.357147	0.108657
D:	2013.62	4.140989	-3.053650	-9.158555	1.561678	1.367800	0.070307
D:	2014.61	4.140989	-3.053650	-9.158555	1.561678	1.367800	0.070307
D:	2015.60	4.140989	-3.053650	-9.158555	1.561678	1.367800	0.070307
D:	2016.57	4.140989	-3.053650	-9.158555	1.561678	1.367800	0.070307
D:	2017.51	4.140989	-3.053650	-9.158555	1.561678	1.367800	0.070307
D:	2018.47	4.140989	-3.053650	-9.158555	1.561678	1.367800	0.070307
D:	2019.51	4.140989	-3.053650	-9.158555	1.561678	1.367800	0.070307
D:	2020.49	4.140989	-3.053650	-9.158555	1.561678	1.367800	0.070307
D:	2021.44	4.140989	-3.053650	-9.158555	1.561678	1.367800	0.070307
D:	2022.41	4.140989	-3.053650	-9.158555	1.561678	1.367800	0.070307
D:	2023.44	4.140989	-3.053650	-9.158555	1.561678	1.367800	0.070307
D:	2024.44	4.140989	-3.053650	-9.158555	1.561678	1.367800	0.070307
D:	2025.45	4.311035	-3.065625	-9.189690	1.498827	1.306014	0.021305
D:	2026.40	4.311035	-3.065625	-9.189690	1.498827	1.306014	0.021305
D:	2027.28	4.311035	-3.065625	-9.189690	1.498827	1.306014	0.021305
D:	2028.35	4.311035	-3.065625	-9.189690	1.498827	1.306014	0.021305
D:	2029.30	4.311035	-3.065625	-9.189690	1.498827	1.306014	0.021305
D:	2030.37	4.311035	-3.065625	-9.189690	1.498827	1.306014	0.021305
D:	2031.59	4.311035	-3.065625	-9.189690	1.498827	1.306014	0.021305
D:	2032.67	4.311035	-3.065625	-9.189690	1.498827	1.306014	0.021305
D:	2033.81	4.588857	-3.453618	-9.091494	1.393366	1.157942	-0.005326
D:	2034.97	4.588857	-3.453618	-9.091494	1.393366	1.157942	-0.005326
D:	2036.12	4.588857	-3.453618	-9.091494	1.393366	1.157942	-0.005326
D:	2037.28	4.588857	-3.453618	-9.091494	1.393366	1.157942	-0.005326
D:	2038.25	4.588857	-3.453618	-9.091494	1.393366	1.157942	-0.005326
D:	2039.43	4.588857	-3.453618	-9.091494	1.393366	1.157942	-0.005326
D:	2040.58	4.588857	-3.453618	-9.091494	1.393366	1.157942	-0.005326
D:	2041.70	4.588857	-3.453618	-9.091494	1.393366	1.157942	-0.005326
D:	2042.82	4.588857	-3.453618	-9.091494	1.393366	1.157942	-0.005326
D:	2043.97	4.694238	-3.673960	-8.859177	1.218663	1.008805	-0.001065
D:	2045.12	4.694238	-3.673960	-8.859177	1.218663	1.008805	-0.001065
D:	2046.53	4.694238	-3.673960	-8.859177	1.218663	1.008805	-0.001065
D:	2047.74	4.694238	-3.673960	-8.859177	1.218663	1.008805	-0.001065
D:	2048.93	4.694238	-3.673960	-8.859177	1.218663	1.008805	-0.001065
D:	2049.88	4.694238	-3.673960	-8.859177	1.218663	1.008805	-0.001065
D:	2050.82	4.694238	-3.673960	-8.859177	1.218663	1.008805	-0.001065
D:	2051.75	4.694238	-3.673960	-8.859177	1.218663	1.008805	-0.001065
D:	2052.69	4.694238	-3.673960	-8.859177	1.218663	1.008805	-0.001065
D:	2053.63	4.746929	-3.803291	-8.571775	1.048220	0.820254	0.003196
D:	2054.59	4.746929	-3.803291	-8.571775	1.048220	0.820254	0.003196
D:	2055.53	4.746929	-3.803291	-8.571775	1.048220	0.820254	0.003196
D:	2056.47	4.746929	-3.803291	-8.571775	1.048220	0.820254	0.003196
D:	2057.39	4.746929	-3.803291	-8.571775	1.048220	0.820254	0.003196
D:	2058.32	4.746929	-3.803291	-8.571775	1.048220	0.820254	0.003196
D:	2059.22	4.746929	-3.803291	-8.571775	1.048220	0.820254	0.003196
D:	2060.20	4.746929	-3.803291	-8.571775	1.048220	0.820254	0.003196
D:	2061.17	4.746929	-3.803291	-8.571775	1.048220	0.820254	0.003196
D:	2062.19	4.746929	-3.803291	-8.571775	1.048220	0.820254	0.003196
D:	2063.25	4.746929	-3.604504	-8.665181	0.909736	0.698813	-0.008522
D:	2064.19	4.802014	-3.604504	-8.665181	0.909736	0.698813	-0.008522
D:	2065.12	4.802014	-3.604504	-8.665181	0.909736	0.698813	-0.008522
D:	2066.05	4.802014	-3.604504	-8.665181	0.909736	0.698813	-0.008522
D:	2066.97	4.802014	-3.604504	-8.665181	0.909736	0.698813	-0.008522
D:	2067.91	4.802014	-3.604504	-8.665181	0.909736	0.698813	-0.008522
D:	2068.85	4.802014	-3.604504	-8.665181	0.909736	0.698813	-0.008522
D:	2069.78	4.802014	-3.604504	-8.665181	0.909736	0.698813	-0.008522
D:	2070.69	4.802014	-3.604504	-8.665181	0.909736	0.698813	-0.008522
D:	2071.49	4.802014	-3.604504	-8.665181	0.909736	0.698813	-0.008522
D:	2072.39	4.802014	-3.604504	-8.665181	0.909736	0.698813	-0.008522
D:	2073.28	4.842728	-3.829636	-8.222102	0.778708	0.614658	-0.050067
D:	2074.28	4.842729	-3.829636	-8.222102	0.778708	0.614658	-0.050067
D:	2075.21	4.842729	-3.829636	-8.222102	0.778708	0.614658	-0.050067
D:	2076.16	4.842729	-3.829636	-8.222102	0.778708	0.614658	-0.050067
D:	2077.10	4.842729	-3.829636	-8.222102	0.778708	0.614658	-0.050067
D:	2078.05	4.842729	-3.829636	-8.222102	0.778708	0.614658	-0.050067
D:	2079.05	4.842729	-3.829636	-8.222102	0.778708	0.614658	-0.050067
D:	2079.94	4.842729	-3.829636	-8.222102	0.778708	0.614658	-0.050067
D:	2080.84	4.842729	-3.829636	-8.222102	0.778708	0.614658	-0.050067
D:	2081.67	4.842729	-3.829636	-8.222102	0.778708	0.614658	-0.050067
D:	2082.79	4.842729	-3.829636	-8.222102	0.778708	0.614658	-0.050067
D:	2083.92	5.230723	-3.800896	-7.977810	0.853277	0.720119	-0.066046
D:	2085.05	5.230723	-3.800896	-7.977810	0.853277	0.720119	-0.066046
D:	2086.07	5.230723	-3.800896	-7.977810	0.853277	0.720119	-0.066046
D:	2087.25	5.230723	-3.800896	-7.977810	0.853277	0.720119	-0.066046
D:	2088.32	5.230723	-3.800896	-7.977810	0.853277	0.720119	-0.066046
D:	2089.49	5.230723	-3.800896	-7.977810	0.853277	0.720119	-0.066046
D:	2090.57	5.230723	-3.800896	-7.977810	0.853277	0.720119	-0.066046
D:	2091.65	5.230723	-3.800896	-7.977810	0.853277	0.720119	-0.066046
D:	2092.73	5.230723	-3.800896	-7.977810	0.853277	0.720119	-0.066046
D:	2093.84	5.120552	-4.349355	-7.910750	0.960869	0.899083	-0.012783
D:	2094.88	5.120552	-4.349355	-7.910750	0.960869	0.899083	-0.012783
D:	2096.09	5.120552	-4.349355	-7.910750	0.960869	0.899083	-0.012783
D:	2097.07	5.120552	-4.349355	-7.910750	0.960869	0.899083	-0.012783
D:	2098.06	5.120552	-4.349355	-7.910750	0.960869	0.899083	-0.012783
D:	2099.20	5.120552	-4.349355	-7.910750	0.960869	0.899083	-0.012783
D:	2100.18	5.120552	-4.349355	-7.910750	0.960869	0.899083	-0.012783
D:	2101.10	5.120552	-4.349355	-7.910750	0.960869	0.899083	-0.012783
D:	2102.05	5.120552	-4.349355	-7.910750	0.960869	0.899083	-0.012783
D:	2102.98	5.120552	-4.349355	-7.910750	0.960869	0.899083	0.022371
D:	2103.90	5.316943	-4.303850	-8.080796	1.091896	1.029045	0.022371
D:	2104.83	5.316943	-4.303850	-8.080796	1.091896	1.029045	0.022371
D:	2105.75	5.316943	-4.303850	-8.080796	1.091896	1.029045	0.022371
D:	2106.63	5.316943	-4.303850	-8.080796	1.091896	1.029045	0.022371
D:	2107.63	5.316943	-4.303850	-8.080796	1.091896	1.029045	0.022371
D:	2108.59	5.316943	-4.303850	-8.080796	1.091896	1.029045	0.022371
D:	2109.50	5.316943	-4.303850	-8.080796	1.091896	1.029045	0.022371
D:	2110.41	5.316943	-4.303850	-8.080796	1.091896	1.029045	0.022371
D:	2111.35	5.316943	-4.303850	-8.080796	1.091896	1.029045	0.022371
D:	2112.62	5.316943	-4.303850	-8.080796	1.091896	1.029045	0.022371
D:	2113.70	5.316943	-4.303850	-8.080796	1.091896	1.029045	0.022371
D:	2114.64	5.316943	-4.303850	-8.080796	1.091896	1.029045	0.022371
D:	2115.56	5.261858	-4.311035	-8.313113	1.184574	1.080178	0.061785
D:	2116.51	5.261858	-4.311035	-8.313113	1.184574	1.080178	0.061785
D:	2117.45	5.261858	-4.311035	-8.313113	1.184574	1.080178	0.061785
D:	2118.37	5.261858	-4.311035	-8.313113	1.184574	1.080178	0.061785
D:	2119.30	5.261858	-4.311035	-8.313113	1.184574	1.080178	0.061785
D:	2120.20	5.261858	-4.311035	-8.313113	1.184574	1.080178	0.061785
D:	2121.12	5.261858	-4.311035	-8.313113	1.184574	1.080178	0.061785
D:	2122.05	5.261858	-4.311035	-8.313113	1.184574	1.080178	0.061785
D:	2122.97	5.261858	-4.311035	-8.313113	1.184574	1.080178	0.055394
D:	2123.89	5.156477	-4.090693	-8.262817	1.214401	1.040763	0.055394
D:	2124.87	5.156477	-4.090693	-8.262817	1.214401	1.040763	0.055394
D:	2125.81	5.156477	-4.090693	-8.262817	1.214401	1.040763	0.055394
D:	2126.74	5.156477	-4.090693	-8.262817	1.214401	1.040763	0.055394
D:	2127.64	5.156477	-4.090693	-8.262817	1.214401	1.040763	0.055394
D:	2128.58	5.156477	-4.090693	-8.262817	1.214401	1.040763	0.055394
D:	2129.52	5.156477	-4.090693	-8.262817	1.214401	1.040763	0.055394
D:	2130.48	5.156477	-4.090693	-8.262817	1.214401	1.040763	0.055394
D:	2131.38	5.156477	-4.090693	-8.262817	1.214401	1.040763	0.055394
D:	2132.49	5.156477	-4.090693	-8.262817	1.214401	1.040763	0.055394
D:	2133.55	5.094207	-4.152964	-8.234077	1.150486	0.926780	0.033023
D:	2134.62	5.094207	-4.152964	-8.234077	1.150486	0.926780	0.033023
D:	2135.70	5.094207	-4.152964	-8.234077	1.150486	0.926780	0.033023
D:	2136.69	5.094207	-4.152964	-8.234077	1.150486	0.926780	0.033023
D:	2137.58	5.094207	-4.152964	-8.234077	1.150486	0.926780	0.033023
D:	2138.66	5.094207	-4.152964	-8.234077	1.150486	0.926780	0.033023
D:	2139.74	5.094207	-4.152964	-8.234077	1.150486	0.926780	0.033023
D:	2140.82	5.094207	-4.152964	-8.234077	1.150486	0.926780	0.033023
D:	2141.97	5.094207	-4.152964	-8.234077	1.150486	0.926780	0.033023
D:	2143.07	5.094207	-4.152964	-8.234077	1.150486	0.926780	0.033023
D:	2144.19	5.094207	-4.152964	-8.234077	1.150486	0.926780	0.033023
D:	2145.34	5.173242	-4.224814	-8.068821	1.040763	0.769121	0.027697
D:	2146.51	5.173242	-4.224814	-8.068821	1.040763	0.769121	0.027697
D:	2147.39	5.173242	-4.224814	-8.068821	1.040763	0.769121	0.027697
D:	2148.48	5.173242	-4.224814	-8.068821	1.040763	0.769121	0.027697
D:	2149.45	5.173242	-4.224814	-8.068821	1.040763	0.769121	0.027697
D:	2150.37	5.173242	-4.224814	-8.068821	1.040763	0.769121	0.027697
D:	2151.32	5.173242	-4.224814	-8.068821	1.040763	0.769121	0.027697
D:	2152.23	5.173242	-4.224814	-8.068821	1.040763	0.769121	0.027697
D:	2153.17	5.173242	-4.224814	-7.817343	0.879908	0.596548	0.007457
D:	2154.10	5.178032	-4.282295	-7.817344	0.879908	0.596548	0.007457
D:	2155.05	5.178032	-4.282295	-7.817344	0.879908	0.596548	0.007457
D:	2155.97	5.178032	-4.282295	-7.817344	0.879908	0.596548	0.007457
D:	2156.89	5.178032	-4.282295	-7.817344	0.879908	0.596548	0.007457
D:	2157.92	5.178032	-4.282295	-7.817344	0.879908	0.596548	0.007457
D:	2158.86	5.178032	-4.282295	-7.817344	0.879908	0.596548	0.007457
D:	2159.79	5.178032	-4.282295	-7.817344	0.879908	0.596548	0.007457
D:	2160.73	5.178032	-4.282295	-7.817344	0.879908	0.596548	0.007457
D:	2161.65	5.178032	-4.282295	-7.817344	0.879908	0.596548	0.007457
D:	2162.67	5.178032	-4.282295	-7.817344	0.879908	0.596548	0.007457
D:	2163.61	5.225933	-4.289480	-7.551497	0.715858	0.466586	-0.023436
D:	2164.52	5.225933	-4.289480	-7.551497	0.715858	0.466586	-0.023436
D:	2165.47	5.225933	-4.289480	-7.551497	0.715858	0.466586	-0.023436
D:	2166.38	5.225933	-4.289480	-7.551497	0.715858	0.466586	-0.023436
D:	2167.34	5.225933	-4.289480	-7.551497	0.715858	0.466586	-0.023436
D:	2168.32	5.225933	-4.289480	-7.551497	0.715858	0.466586	-0.023436
D:	2169.33	5.225933	-4.289480	-7.551497	0.715858	0.466586	-0.023436
D:	2170.32	5.225933	-4.289480	-7.551497	0.715858	0.466586	-0.023436
D:	2171.31	5.225933	-4.289480	-7.551497	0.715858	0.466586	-0.023436
D:	2172.24	5.225933	-4.289480	-7.551497	0.715858	0.466586	-0.023436
D:	2173.24	5.225933	-4.576883	-7.271279	0.650877	0.433563	-0.043676
D:	2174.20	5.393584	-4.576882	-7.271279	0.650877	0.433563	-0.043676
D:	2175.21	5.393584	-4.576882	-7.271279	0.650877	0.433563	-0.043676
D:	2176.21	5.393584	-4.576882	-7.271279	0.650877	0.433563	-0.043676
D:	2177.21	5.393584	-4.576882	-7.271279	0.650877	0.433563	-0.043676
D:	2178.16	5.393584	-4.576882	-7.271279	0.650877	0.433563	-0.043676
D:	2179.14	5.393584	-4.576882	-7.271279	0.650877	0.433563	-0.043676
D:	2180.27	5.393584	-4.576882	-7.271279	0.650877	0.433563	-0.043676
D:	2181.40	5.393584	-4.576882	-7.271279	0.650877	0.433563	-0.043676
D:	2182.51	5.393584	-4.576882	-7.271279	0.650877	0.433563	-0.043676
D:	2183.59	5.522915	-4.720583	-7.103628	0.656203	0.500674	-0.037284
D:	2184.70	5.522915	-4.720583	-7.103628	0.656203	0.500674	-0.037284
D:	2185.77	5.522915	-4.720583	-7.103628	0.656203	0.500674	-0.037284
D:	2186.66	5.522915	-4.720583	-7.103628	0.656203	0.500674	-0.037284
D:	2187.60	5.522915	-4.720583	-7.103628	0.656203	0.500674	-0.037284
D:	2188.65	5.522915	-4.720583	-7.103628	0.656203	0.500674	-0.037284
D:	2189.73	5.522915	-4.720583	-7.103628	0.656203	0.500674	-0.037284
D:	2190.82	5.522915	-4.720583	-7.103628	0.656203	0.500674	-0.037284
D:	2191.91	5.522915	-4.720583	-7.103628	0.656203	0.500674	-0.037284
D:	2193.07	5.522915	-4.720583	-7.103628	0.656203	0.626375	-0.023436
D:	2194.16	5.716912	-4.967271	-7.000642	0.715858	0.626375	-0.023436
D:	2195.27	5.716912	-4.967271	-7.000642	0.715858	0.626375	-0.023436
D:	2196.57	5.716912	-4.967271	-7.000642	0.715858	0.626375	-0.023436
D:	2197.83	5.716912	-4.967271	-7.000642	0.715858	0.626375	-0.023436
D:	2198.82	5.716912	-4.967271	-7.000642	0.715858	0.626375	-0.023436
D:	2199.74	5.716912	-4.967271	-7.000642	0.715858	0.626375	-0.023436
D:	2200.69	5.716912	-4.967271	-7.000642	0.715858	0.626375	-0.023436
D:	2201.62	5.716912	-4.967271	-7.000642	0.715858	0.626375	-0.023436
D:	2202.59	5.716912	-4.967271	-7.000642	0.715858	0.626375	-0.023436
D:	2203.52	5.831873	-5.043911	-6.971902	0.913997	0.825580	0.025566
D:	2204.44	5.831873	-5.043911	-6.971902	0.913997	0.825580	0.025566
D:	2205.36	5.831873	-5.043911	-6.971902	0.913997	0.825580	0.025566
D:	2206.31	5.831873	-5.043911	-6.971902	0.913997	0.825580	0.025566
D:	2207.31	5.831873	-5.043911	-6.971902	0.913997	0.825580	0.025566
D:	2208.24	5.831873	-5.043911	-6.971902	0.913997	0.825580	0.025566
D:	2209.18	5.831873	-5.043911	-6.971902	0.913997	0.825580	0.025566
D:	2210.15	5.831873	-5.043911	-6.971902	0.913997	0.825580	0.025566
D:	2211.11	5.831873	-5.043911	-6.971902	0.913997	0.825580	0.025566
D:	2211.97	5.831873	-5.043911	-6.971902	0.913997	0.825580	0.025566
D:	2212.99	5.831873	-5.043911	-6.971902	0.913997	1.038633	0.062851
D:	2213.98	5.654641	-5.063071	-7.201824	1.155812	1.038633	0.062851
D:	2214.93	5.654641	-5.063071	-7.201824	1.155812	1.038633	0.062851
D:	2215.85	5.654641	-5.063071	-7.201824	1.155812	1.038633	0.062851
D:	2216.76	5.654641	-5.063071	-7.201824	1.155812	1.038633	0.062851
D:	2217.70	5.654641	-5.063071	-7.201824	1.155812	1.038633	0.062851
D:	2218.64	5.654641	-5.063071	-7.201824	1.155812	1.038633	0.062851
D:	2219.56	5.654641	-5.063071	-7.201824	1.155812	1.038633	0.062851
D:	2220.47	5.654641	-5.063071	-7.201824	1.155812	1.038633	0.062851
D:	2221.37	5.654641	-5.063071	-7.201824	1.155812	1.038633	0.062851
D:	2222.27	5.654641	-5.063071	-7.201824	1.155812	1.038633	0.062851
D:	2223.16	5.654641	-5.063071	-7.297626	1.346494	1.185639	0.106526
D:	2224.05	5.671406	-5.017566	-7.297625	1.346494	1.185639	0.106526
D:	2224.97	5.671406	-5.017566	-7.297625	1.346494	1.185639	0.106526
D:	2225.90	5.671406	-5.017566	-7.297625	1.346494	1.185639	0.106526
D:	2226.86	5.671406	-5.017566	-7.297625	1.346494	1.185639	0.106526
D:	2227.81	5.671406	-5.017566	-7.297625	1.346494	1.185639	0.106526
D:	2228.75	5.671406	-5.017566	-7.297625	1.346494	1.185639	0.106526
D:	2229.66	5.671406	-5.017566	-7.297625	1.346494	1.185639	0.106526
D:	2230.65	5.671406	-5.017566	-7.297625	1.346494	1.185639	0.106526
D:	2231.80	5.671406	-5.017566	-7.297625	1.346494	1.185639	0.106526
D:	2232.89	5.671406	-5.017566	-7.297625	1.346494	1.185639	0.106526
D:	2233.94	5.671406	-5.017566	-7.297625	1.346494	1.185639	0.106526
D:	2234.96	5.671406	-5.017566	-7.297625	1.346494	1.185639	0.149137
D:	2236.06	5.578000	-4.849915	-7.357500	1.448760	1.232511	0.149137
D:	2237.10	5.578000	-4.849915	-7.357500	1.448760	1.232511	0.149137
D:	2238.07	5.578000	-4.849915	-7.357500	1.448760	1.232511	0.149137
D:	2239.17	5.578000	-4.849915	-7.357500	1.448760	1.232511	0.149137
D:	2240.30	5.578000	-4.849915	-7.357500	1.448760	1.232511	0.149137
D:	2241.38	5.578000	-4.849915	-7.357500	1.448760	1.232511	0.149137
D:	2242.46	5.578000	-4.849915	-7.357500	1.448760	1.232511	0.149137
D:	2243.50	5.534890	-4.866680	-7.137158	1.450890	1.151551	0.139550
D:	2244.47	5.534890	-4.866680	-7.137158	1.450890	1.151551	0.139550
D:	2245.81	5.534890	-4.866680	-7.137158	1.450890	1.151551	0.139550
D:	2246.65	5.534890	-4.866680	-7.137158	1.450890	1.151551	0.139550
D:	2247.61	5.534890	-4.866680	-7.137158	1.450890	1.151551	0.139550
D:	2248.52	5.534890	-4.866680	-7.137158	1.450890	1.151551	0.139550
D:	2249.41	5.534890	-4.866680	-7.137158	1.450890	1.151551	0.139550
D:	2250.31	5.534890	-4.866680	-7.137158	1.450890	1.151551	0.139550
D:	2251.19	5.534890	-4.866680	-7.137158	1.450890	1.151551	0.139550
D:	2252.07	5.534890	-4.866680	-7.137158	1.450890	1.151551	0.139550
D:	2252.96	5.534890	-4.866680	-7.137158	1.450890	1.151551	0.139550
D:	2253.85	5.494175	-4.816384	-6.871311	1.388040	1.058873	0.119310
D:	2254.74	5.494175	-4.816384	-6.871311	1.388040	1.058873	0.119310
D:	2255.63	5.494175	-4.816384	-6.871311	1.388040	1.058873	0.119310
D:	2256.57	5.494175	-4.816384	-6.871311	1.388040	1.058873	0.119310
D:	2257.42	5.494175	-4.816384	-6.871311	1.388040	1.058873	0.119310
D:	2258.33	5.494175	-4.816384	-6.871311	1.388040	1.058873	0.119310
D:	2259.30	5.494175	-4.816384	-6.871311	1.388040	1.058873	0.119310
D:	2260.26	5.494175	-4.816384	-6.871311	1.388040	1.058873	0.119310
D:	2261.31	5.494175	-4.816384	-6.871311	1.388040	1.058873	0.119310
D:	2262.39	5.494175	-4.816384	-6.871311	1.388040	1.058873	0.119310
D:	2263.43	5.494175	-4.816384	-6.871311	1.388040	1.058873	0.119310
D:	2264.34	5.494175	-4.816384	-6.871311	1.388040	1.058873	0.119310
D:	2265.29	5.702545	-5.132527	-6.351592	1.334776	1.001349	0.099070
D:	2266.18	5.702542	-5.132527	-6.351592	1.334776	1.001349	0.099070
D:	2267.14	5.702542	-5.132527	-6.351592	1.334776	1.001349	0.099070
D:	2268.05	5.702542	-5.132527	-6.351592	1.334776	1.001349	0.099070
D:	2268.94	5.702542	-5.132527	-6.351592	1.334776	1.001349	0.099070
D:	2269.83	5.702542	-5.132527	-6.351592	1.334776	1.001349	0.099070
D:	2270.72	5.702542	-5.132527	-6.351592	1.334776	1.001349	0.099070
D:	2271.52	5.702542	-5.132527	-6.351592	1.334776	1.001349	0.099070
D:	2272.39	5.702542	-5.132527	-6.351592	1.334776	1.001349	0.099070
D:	2273.25	5.702542	-5.345681	-6.076165	1.375256	1.037568	0.105461
D:	2274.19	5.843848	-5.345684	-6.076165	1.375256	1.037568	0.105461
D:	2275.12	5.843848	-5.345684	-6.076165	1.375256	1.037568	0.105461
D:	2276.06	5.843848	-5.345684	-6.076165	1.375256	1.037568	0.105461
D:	2276.98	5.843848	-5.345684	-6.076165	1.375256	1.037568	0.105461
D:	2277.99	5.843848	-5.345684	-6.076165	1.375256	1.037568	0.105461
D:	2278.92	5.843848	-5.345684	-6.076165	1.375256	1.037568	0.105461
D:	2279.85	5.843848	-5.345684	-6.076165	1.375256	1.037568	0.105461
D:	2280.77	5.843848	-5.345684	-6.076165	1.375256	1.037568	0.105461
D:	2281.85	5.843848	-5.345684	-6.076165	1.375256	1.037568	0.105461
D:	2282.90	5.843848	-5.345684	-6.076165	1.375256	1.037568	0.105461
D:	2283.97	5.805527	-5.302573	-5.898933	1.390170	1.068460	0.099070
D:	2285.05	5.805527	-5.302573	-5.898933	1.390170	1.068460	0.099070
D:	2286.07	5.805527	-5.302573	-5.898933	1.390170	1.068460	0.099070
D:	2287.09	5.805527	-5.302573	-5.898933	1.390170	1.068460	0.099070
D:	2288.09	5.805527	-5.302573	-5.898933	1.390170	1.068460	0.099070
D:	2289.16	5.805527	-5.302573	-5.898933	1.390170	1.068460	0.099070
D:	2290.23	5.805527	-5.302573	-5.898933	1.390170	1.068460	0.099070
D:	2291.28	5.805527	-5.302573	-5.898933	1.390170	1.068460	0.099070
D:	2292.31	5.805527	-5.302573	-5.898933	1.390170	1.068460	0.099070
D:	2293.35	5.676196	-5.333708	-5.824688	1.396562	1.079113	0.080960
D:	2294.35	5.676196	-5.333708	-5.824688	1.396562	1.079113	0.080960
D:	2295.45	5.676196	-5.333708	-5.824688	1.396562	1.079113	0.080960
D:	2296.73	5.676196	-5.333708	-5.824688	1.396562	1.079113	0.080960
D:	2297.76	5.676196	-5.333708	-5.824688	1.396562	1.079113	0.080960
